"","respid","cell","rweight","tv","radio","ooh","online","social","sp_aw","relv","laugh","think","recom","talk","purchase","intent","ID","cluster"
"1459",2231,3,0.9227,1,1,0,0,0,0,0,1,1,1,1,1,1,1459,4
"1460",2232,3,0.8028,0,0,0,0,0,0,0,0,0,0,0,0,0,1460,1
"1461",2233,4,0.516023646,0,1,1,1,1,0,1,1,0,1,1,1,1,1461,2
"1462",2234,3,1.916,0,0,0,0,0,1,1,1,1,1,0,0,1,1462,1
"1463",2235,2,1.2488,0,0,0,0,0,1,0,0,0,1,0,0,1,1463,1
"1464",2237,3,1.5914,0,0,0,0,0,0,1,1,1,1,1,0,1,1464,1
"1465",2238,3,0.6695,0,0,1,0,0,1,0,0,0,1,1,0,1,1465,2
"1466",2239,3,0.701,0,0,0,0,0,1,0,0,0,0,0,0,0,1466,1
"1467",2241,3,1.791,0,0,0,0,0,0,0,0,0,0,0,0,0,1467,1
"1468",2242,3,1.0528,1,1,1,0,0,0,1,1,1,1,1,0,1,1468,2
"1469",2243,3,0.8663,0,0,0,0,0,0,0,0,0,0,0,0,0,1469,1
"1470",2246,3,0.7835,0,0,0,0,0,0,0,0,1,0,0,0,0,1470,1
"1471",2246,4,0.902367157,0,0,0,0,0,0,0,0,0,0,0,0,1,1471,1
"1472",2249,3,0.6798,0,0,0,0,0,0,0,0,0,0,0,0,0,1472,1
"1473",2251,3,0.7247,0,0,0,1,0,0,0,0,0,1,0,0,0,1473,5
"1474",2253,3,0.971,0,0,0,0,0,0,0,0,0,0,0,0,0,1474,1
"1475",2254,3,1.791,0,0,0,0,0,0,0,0,0,0,0,0,0,1475,1
"1476",2256,3,0.6411,0,0,0,0,0,0,0,0,0,0,0,0,0,1476,1
"1477",2257,3,0.8663,0,0,0,0,0,0,0,0,0,0,0,0,0,1477,1
"1478",2259,3,0.7103,0,0,0,0,0,0,0,0,0,0,0,0,0,1478,1
"1479",2260,2,0.5832,0,0,0,0,0,1,0,0,0,0,0,0,0,1479,1
"1480",2260,4,1.494292312,0,1,0,0,1,1,1,1,1,1,0,1,1,1480,4
"1481",2264,3,0.701,0,0,0,0,0,0,0,0,0,0,0,0,0,1481,1
"1482",2265,3,0.7051,1,0,0,1,0,0,1,0,1,1,1,1,1,1482,5
"1483",2266,3,0.7835,0,0,0,0,0,0,0,0,0,0,0,0,0,1483,1
"1484",2266,4,0.67011648,0,0,1,0,0,1,0,1,1,1,1,0,1,1484,2
"1485",2267,3,0.7835,0,0,0,0,0,0,0,0,0,0,0,0,0,1485,1
"1486",2267,4,0.772235272,0,0,0,0,0,0,0,0,0,0,0,0,0,1486,1
"1487",2268,4,2.610741498,0,0,1,0,1,0,0,0,0,0,0,0,0,1487,2
"1488",2270,3,0.8663,0,0,0,0,0,0,0,1,1,1,0,0,1,1488,1
"1489",2272,3,0.7998,0,1,0,1,1,0,0,0,0,0,0,0,1,1489,4
"1490",2273,3,1.9968,0,0,0,0,0,0,1,1,1,1,0,0,1,1490,1
"1491",2274,3,0.7835,0,0,0,0,0,0,0,0,0,0,0,0,0,1491,1
"1492",2276,3,0.6798,0,0,0,0,0,1,0,1,1,1,0,0,0,1492,1
"1493",2277,3,1.8111,0,0,0,0,0,0,0,1,0,1,0,0,0,1493,1
"1494",2280,3,0.8028,0,0,0,0,0,0,0,0,0,1,0,0,0,1494,1
"1495",2281,3,0.7103,0,0,0,0,0,0,0,0,0,0,0,0,0,1495,1
"1496",2282,4,0.902367157,0,1,0,0,1,0,0,0,0,1,0,0,1,1496,4
"1497",2283,3,0.7103,0,0,0,0,0,0,0,0,0,0,0,0,0,1497,1
"1498",2284,1,0.5486,0,0,0,0,0,1,0,0,0,0,0,0,0,1498,1
"1499",2284,4,1.494292312,0,0,0,1,0,0,1,1,1,1,1,0,0,1499,5
"1500",2285,2,0.7923,1,1,0,0,0,0,0,0,0,0,0,1,1,1500,4
"1501",2286,3,0.8028,0,0,0,0,0,0,0,0,0,0,0,0,0,1501,1
"1502",2286,4,1.477126717,0,0,0,0,0,0,0,0,0,0,0,1,1,1502,1
"1503",2287,3,1.5914,0,0,0,0,0,1,0,1,1,1,1,0,1,1503,1
"1504",2287,4,0.772235272,0,0,0,0,0,0,1,1,0,1,0,0,0,1504,1
"1505",2292,3,0.8028,0,0,0,0,0,0,0,0,1,0,0,0,0,1505,1
"1506",2293,4,0.577361825,0,0,0,0,0,0,0,0,0,0,0,1,1,1506,1
"1507",2294,1,1.3158,0,0,0,0,1,0,1,0,1,0,0,1,1,1507,5
"1508",2295,3,0.6798,0,0,0,0,0,0,0,0,0,0,0,0,0,1508,1
"1509",2295,4,1.477126717,0,0,0,0,0,0,0,0,0,0,0,0,0,1509,1
"1510",2296,3,0.7103,0,0,0,0,0,0,0,0,0,0,0,0,0,1510,1
"1511",2298,3,0.6411,0,0,0,0,0,1,0,0,0,0,0,0,0,1511,1
"1512",2300,3,0.6798,0,0,0,0,0,0,0,0,0,0,0,0,0,1512,1
"1513",2301,3,0.7247,1,0,0,0,0,0,1,1,1,1,0,0,1,1513,3
"1514",2302,3,0.8028,0,0,0,0,0,0,0,0,0,1,0,1,1,1514,1
"1515",2303,4,0.67011648,1,1,0,0,0,1,1,1,1,1,1,0,1,1515,4
"1516",2305,3,0.9227,0,1,1,1,1,0,1,1,1,1,1,1,1,1516,2
"1517",2306,3,0.6411,0,0,0,0,0,0,0,0,0,0,0,0,0,1517,1
"1518",2307,3,0.8028,0,0,0,0,0,0,0,0,0,0,0,0,0,1518,1
"1519",2309,3,0.8663,0,0,0,0,0,0,0,0,0,0,0,0,0,1519,1
"1520",2310,3,0.6411,0,0,0,0,0,0,0,0,0,0,0,1,1,1520,1
"1521",2311,2,1.6295,0,0,0,0,0,0,1,1,1,1,0,0,1,1521,1
"1522",2312,3,0.7103,0,0,0,0,0,0,0,1,1,0,0,0,0,1522,1
"1523",2313,2,0.5832,0,0,0,0,0,0,0,0,0,0,0,0,0,1523,1
"1524",2314,3,0.9227,1,0,0,0,0,1,1,1,0,1,0,1,0,1524,3
"1525",2315,3,0.7103,0,0,0,0,0,0,0,0,0,0,0,0,0,1525,1
"1526",2316,3,0.701,0,0,0,0,0,0,0,0,0,0,0,0,0,1526,1
"1527",2317,3,1.916,0,0,0,0,0,0,1,1,1,1,0,0,1,1527,1
"1528",2318,3,0.7247,1,1,0,1,1,0,1,1,1,1,1,1,1,1528,4
"1529",2320,4,0.759526474,0,0,0,0,0,0,0,0,0,1,0,0,0,1529,1
"1530",2322,2,1.2488,0,0,0,0,0,0,0,0,0,0,1,1,0,1530,1
"1531",2322,4,0.67011648,0,0,0,1,0,0,1,1,1,1,0,1,1,1531,5
"1532",2323,3,0.8663,0,0,0,0,0,0,0,0,0,0,0,0,0,1532,1
"1533",2325,2,0.8488,0,0,0,0,0,0,0,0,0,0,0,1,1,1533,1
"1534",2327,3,2.1227,0,0,0,0,0,0,0,0,0,0,0,0,0,1534,1
"1535",2328,3,0.7103,0,0,0,0,0,0,0,0,0,0,0,0,0,1535,1
"1536",2330,3,0.8028,0,0,0,0,0,1,0,0,0,0,0,0,0,1536,1
"1537",2330,4,0.577361825,0,0,0,0,0,1,1,1,1,1,0,0,0,1537,1
"1538",2331,3,0.6798,0,0,0,0,0,0,0,0,0,0,0,0,0,1538,1
"1539",2332,3,1.9541,0,0,0,0,0,0,0,0,0,0,0,0,0,1539,1
"1540",2334,3,1.1773,0,0,0,0,0,1,0,0,0,1,0,0,1,1540,1
"1541",2335,3,0.7051,0,0,1,0,0,0,0,0,0,1,0,0,0,1541,2
"1542",2336,3,1.8111,0,0,0,0,0,0,1,1,1,1,0,0,1,1542,1
"1543",2336,4,0.759526474,0,0,0,0,0,0,0,0,0,0,0,0,0,1543,1
"1544",2337,3,0.6411,0,0,0,0,0,0,0,0,0,0,0,0,0,1544,1
"1545",2338,3,0.7835,0,0,0,0,0,0,0,0,0,0,0,0,0,1545,1
"1546",2340,3,0.7247,1,0,0,0,0,0,1,1,1,1,1,1,1,1546,3
"1547",2341,3,1.9968,0,0,0,0,0,0,0,1,1,0,0,0,0,1547,1
"1548",2342,3,0.7247,1,0,0,0,0,1,0,1,1,1,0,0,1,1548,3
"1549",2343,4,0.772235272,0,0,0,0,0,1,0,0,0,0,0,0,0,1549,1
"1550",2344,2,1.6295,0,0,0,0,0,0,0,0,0,1,0,0,0,1550,1
"1551",2345,3,0.7998,1,0,0,0,0,0,0,0,0,1,0,0,0,1551,3
"1552",2345,4,0.67011648,0,0,0,0,1,0,0,0,0,0,0,0,0,1552,5
"1553",2346,3,0.6695,1,0,0,0,0,0,1,1,1,1,0,0,1,1553,3
"1554",2348,3,0.6798,0,0,0,0,0,0,0,0,0,0,0,0,1,1554,1
"1555",2349,3,0.7103,0,0,0,0,0,0,0,0,0,0,0,0,0,1555,1
"1556",2350,2,0.6657,0,0,0,1,0,0,0,0,0,1,1,0,0,1556,5
"1557",2350,4,0.805227583,0,0,0,0,0,0,1,1,1,1,1,1,1,1557,1
"1558",2351,3,0.8663,0,0,0,0,0,0,0,0,0,0,0,1,0,1558,1
"1559",2352,3,0.8663,0,0,0,0,0,0,0,0,0,1,0,0,0,1559,1
"1560",2352,4,1.494292312,0,0,0,1,0,0,1,1,1,0,0,0,1,1560,5
"1561",2354,3,0.971,0,0,0,0,0,0,0,0,0,0,0,0,0,1561,1
"1562",2355,2,0.7762,0,1,1,0,0,0,1,1,1,1,1,1,1,1562,2
"1563",2356,3,1.5914,0,0,0,0,0,0,1,0,0,1,0,0,0,1563,1
"1564",2357,3,0.6411,0,0,0,0,0,0,0,0,0,0,0,0,1,1564,1
"1565",2358,4,0.67011648,1,0,0,0,0,0,1,1,1,1,1,1,0,1565,3
"1566",2360,4,1.50493281,0,0,0,0,0,0,1,0,0,0,0,0,0,1566,1
"1567",2361,3,1.5189,0,0,0,1,0,0,0,0,0,0,0,0,0,1567,5
"1568",2362,3,0.8028,0,0,0,0,0,0,0,0,0,0,0,0,0,1568,1
"1569",2363,4,0.67011648,1,0,1,1,1,0,1,1,1,1,1,0,1,1569,2
"1570",2364,4,0.902367157,1,1,1,0,0,0,0,0,0,1,0,0,0,1570,2
"1571",2365,3,1.5189,1,0,0,1,0,0,0,0,0,0,0,0,1,1571,5
"1572",2366,4,0.805227583,0,0,0,0,0,0,1,0,0,0,1,1,1,1572,1
"1573",2367,3,0.8663,0,0,0,0,0,0,0,0,0,0,0,0,0,1573,1
"1574",2368,4,0.772235272,0,0,0,0,0,0,0,0,0,0,0,0,1,1574,1
"1575",2370,3,0.7103,0,0,0,0,0,0,0,0,0,0,0,0,0,1575,1
"1576",2371,3,1.0528,1,1,0,1,1,0,1,1,1,1,1,1,1,1576,4
"1577",2372,3,1.1773,0,1,1,1,1,0,0,0,0,0,0,0,1,1577,2
"1578",2373,3,0.6411,0,0,0,0,0,1,0,1,0,0,0,0,0,1578,1
"1579",2374,3,0.701,0,0,0,0,0,0,0,0,0,0,0,0,0,1579,1
"1580",2375,3,0.8028,0,0,0,0,0,0,0,0,0,0,0,0,0,1580,1
"1581",2376,3,0.6411,0,0,0,0,0,0,0,0,0,0,0,0,0,1581,1
"1582",2377,1,1.2667,0,0,0,0,0,0,0,0,0,1,1,0,0,1582,1
"1583",2378,3,0.7103,0,0,0,0,0,0,0,0,0,0,0,0,0,1583,1
"1584",2379,3,0.7103,0,0,0,0,0,0,0,0,0,0,0,1,0,1584,1
"1585",2380,3,0.8663,0,0,0,0,0,0,0,0,0,0,0,0,0,1585,1
"1586",2381,3,0.6798,0,0,0,0,0,0,0,0,0,0,0,0,0,1586,1
"1587",2384,3,0.7103,0,0,0,0,0,0,0,0,0,0,0,0,0,1587,1
"1588",2385,3,0.7247,1,0,0,0,0,0,1,1,0,1,0,0,1,1588,3
"1589",2387,3,0.7051,1,1,1,1,1,0,0,1,1,1,1,1,1,1589,2
"1590",2388,2,0.5832,0,0,0,0,0,0,0,0,0,0,0,0,0,1590,1
"1591",2389,2,1.3244,1,0,0,1,0,0,1,1,1,1,0,1,1,1591,5
"1592",2391,3,0.8294,0,0,0,1,0,0,0,0,1,0,0,0,0,1592,5
"1593",2392,2,1.6295,0,0,0,0,0,0,1,0,1,1,1,0,0,1593,1
"1594",2393,3,1.916,0,0,0,0,0,0,0,0,0,1,0,0,1,1594,1
"1595",2395,3,1.916,0,0,0,0,0,0,1,0,0,1,0,0,1,1595,1
"1596",2398,3,1.791,0,0,0,0,0,0,0,1,0,1,0,0,0,1596,1
"1597",2399,3,0.701,0,0,0,0,0,0,1,1,0,1,1,0,1,1597,1
"1598",2400,3,0.7998,1,0,0,0,1,0,0,0,0,0,0,0,1,1598,5
"1599",2401,3,0.7265,1,0,1,1,0,0,1,1,1,1,0,0,1,1599,2
"1600",2402,3,0.8663,0,0,0,0,0,0,0,0,0,0,0,1,1,1600,1
"1601",2404,3,0.9227,0,0,0,1,0,0,1,1,1,1,1,1,1,1601,5
"1602",2406,3,1.9968,0,0,0,0,0,0,0,0,0,1,0,0,1,1602,1
"1603",2407,3,0.9227,0,0,1,0,0,0,0,1,0,0,0,0,1,1603,2
"1604",2409,3,0.966,1,1,0,0,0,0,0,0,0,1,1,1,0,1604,4
"1605",2409,4,1.477126717,0,0,0,0,0,0,0,1,0,1,0,0,1,1605,1
"1606",2411,4,0.805227583,0,0,0,0,0,0,1,1,0,1,0,0,0,1606,1
"1607",2414,3,0.6695,1,0,0,0,0,0,1,1,1,1,0,0,1,1607,3
"1608",2415,3,0.7835,0,0,0,0,0,0,1,1,1,1,0,0,0,1608,1
"1609",2416,2,0.8488,0,0,0,0,0,0,0,0,0,0,0,0,0,1609,1
"1610",2418,3,1.8111,0,0,0,0,0,0,1,1,1,1,1,1,1,1610,1
"1611",2419,2,1.2488,0,0,0,0,0,0,0,0,0,1,0,0,0,1611,1
"1612",2419,4,0.772235272,0,0,0,0,0,0,0,0,0,0,0,1,1,1612,1
"1613",2421,3,0.7103,0,0,0,0,0,0,0,0,0,1,0,0,0,1613,1
"1614",2421,4,1.865932294,0,0,0,0,1,0,0,0,0,0,0,0,1,1614,5
"1615",2424,3,1.7481,0,0,0,0,0,0,0,0,0,0,0,0,0,1615,1
"1616",2425,3,0.7103,0,0,0,0,0,0,0,0,0,0,0,0,1,1616,1
"1617",2426,3,0.7051,1,0,0,0,0,0,1,1,1,1,1,0,1,1617,3
"1618",2426,4,0.772235272,0,0,0,0,0,0,0,0,0,0,0,0,0,1618,1
"1619",2427,3,1.9541,0,0,0,0,0,0,0,0,1,0,0,1,0,1619,1
"1620",2428,3,0.8028,0,0,0,0,0,0,0,0,0,0,0,0,0,1620,1
"1621",2430,2,1.3244,0,0,0,0,0,0,1,1,1,1,1,0,0,1621,1
"1622",2432,3,1.791,0,0,0,0,0,0,0,0,1,1,0,0,1,1622,1
"1623",2432,4,1.494292312,0,0,0,0,0,0,0,1,1,0,0,0,0,1623,1
"1624",2433,2,0.6657,1,1,1,1,1,0,1,1,1,1,1,1,1,1624,2
"1625",2436,2,0.7762,1,1,1,1,1,0,1,1,1,1,1,1,1,1625,2
"1626",2438,2,0.7762,1,1,1,1,1,0,1,1,1,1,1,0,1,1626,2
"1627",2439,3,1.9541,0,0,0,0,0,0,1,0,0,1,1,1,0,1627,1
"1628",2440,4,2.134612014,0,0,1,0,0,0,0,0,0,0,0,1,1,1628,2
"1629",2442,3,1.1773,1,0,0,0,0,0,1,0,1,1,0,0,1,1629,3
"1630",2443,3,0.8663,0,0,0,0,0,0,0,0,0,0,0,0,0,1630,1
"1631",2444,3,0.9227,0,0,0,1,1,0,0,1,1,1,0,0,1,1631,5
"1632",2447,3,0.7103,0,0,0,0,0,0,0,0,0,1,0,0,0,1632,1
"1633",2448,3,0.7051,1,0,0,0,0,0,0,0,0,0,0,1,0,1633,3
"1634",2449,3,0.8028,0,0,0,0,0,0,0,0,0,0,0,0,0,1634,1
"1635",2449,4,0.805227583,0,0,0,0,0,0,0,0,1,0,0,0,0,1635,1
"1636",2451,3,0.7835,0,0,0,0,0,0,0,0,0,0,0,1,1,1636,1
"1637",2452,3,0.8663,0,0,0,0,0,0,0,0,0,0,0,0,0,1637,1
"1638",2453,1,0.9082,0,0,0,0,1,1,1,1,1,1,0,1,1,1638,5
"1639",2454,3,0.6798,0,0,0,0,0,0,0,0,0,0,0,1,1,1639,1
"1640",2455,3,1.1773,1,0,0,1,0,1,0,0,0,0,0,0,1,1640,5
"1641",2456,2,0.5832,0,0,0,0,0,0,0,0,0,0,0,0,0,1641,1
"1642",2457,2,0.9598,0,0,0,0,0,0,0,0,0,0,0,0,1,1642,1
"1643",2458,2,0.5832,0,0,0,0,0,0,0,0,0,0,0,0,0,1643,1
"1644",2459,3,0.701,0,0,0,0,0,0,0,0,0,0,0,0,0,1644,1
"1645",2460,3,1.9541,0,0,0,0,0,1,0,0,0,1,0,0,0,1645,1
"1646",2461,2,0.7009,0,0,0,0,0,0,0,0,0,0,0,0,0,1646,1
"1647",2462,3,0.7672,1,0,0,0,0,0,0,0,0,0,1,0,0,1647,3
"1648",2462,4,0.772235272,0,0,0,0,0,0,0,0,0,0,0,0,0,1648,1
"1649",2463,3,0.971,0,0,0,0,0,0,0,0,0,0,0,0,0,1649,1
"1650",2463,4,2.610741498,0,1,0,0,1,0,0,0,1,1,1,1,1,1650,4
"1651",2465,3,0.6798,0,0,0,0,0,0,0,0,0,0,0,0,1,1651,1
"1652",2466,2,1.4057,0,0,0,0,0,0,1,1,1,1,0,1,1,1652,1
"1653",2467,3,1.9968,0,0,0,0,0,0,0,0,0,0,0,0,0,1653,1
"1654",2467,4,1.477126717,0,0,0,0,0,0,0,0,0,0,0,0,0,1654,1
"1655",2468,3,0.8663,0,0,0,0,0,0,0,0,0,0,0,0,1,1655,1
"1656",2469,4,1.494292312,1,0,0,1,1,1,0,1,0,1,1,1,1,1656,5
"1657",2470,4,0.516023646,1,0,0,0,1,1,1,1,1,1,1,0,0,1657,5
"1658",2472,1,1.0301,1,0,0,0,0,1,1,1,1,1,0,1,1,1658,3
"1659",2473,2,1.3372,1,0,0,0,1,0,0,0,0,0,0,0,0,1659,5
"1660",2476,2,1.6295,0,0,0,0,0,1,1,1,1,1,0,0,1,1660,1
"1661",2477,1,1.2667,0,0,0,0,0,0,0,0,0,0,0,0,1,1661,1
"1662",2477,4,1.50493281,0,0,0,0,0,1,1,1,0,1,1,0,0,1662,1
"1663",2478,4,1.865932294,0,0,0,1,0,0,1,1,0,1,0,1,1,1663,5
"1664",2480,2,1.3372,0,0,0,0,0,0,1,1,1,0,1,1,0,1664,1
"1665",2482,4,0.516023646,0,0,0,0,1,0,0,0,0,0,0,0,0,1665,5
"1666",2483,3,1.771,1,0,0,0,0,0,0,0,0,1,0,0,1,1666,3
"1667",2485,2,0.7923,0,1,0,1,0,0,0,0,0,0,0,1,1,1667,4
"1668",2486,3,0.8028,0,0,0,0,0,0,0,0,0,1,0,0,0,1668,1
"1669",2487,1,0.9082,0,0,0,0,0,1,1,1,0,1,1,1,1,1669,1
"1670",2488,4,0.772235272,0,0,0,0,0,0,0,0,0,0,0,0,0,1670,1
"1671",2489,2,0.9355,0,0,0,0,1,0,0,1,0,1,0,0,0,1671,5
"1672",2490,3,1.0528,1,0,0,1,0,1,1,1,1,1,0,0,0,1672,5
"1673",2490,4,0.772235272,0,0,0,0,0,0,0,0,0,0,0,0,0,1673,1
"1674",2491,2,0.7009,0,0,0,0,0,0,0,0,0,0,0,0,0,1674,1
"1675",2491,4,1.494292312,1,0,1,1,0,0,1,1,1,1,1,0,1,1675,2
"1676",2492,2,0.7923,0,0,0,0,0,0,0,0,0,0,0,0,0,1676,1
"1677",2492,4,2.134612014,0,1,0,0,0,0,1,1,1,1,1,0,0,1677,4
"1678",2493,4,1.514352138,0,0,0,0,0,0,1,1,1,0,0,0,0,1678,1
"1679",2494,3,0.7835,0,0,0,0,0,0,0,0,0,1,0,0,1,1679,1
"1680",2494,4,1.514352138,0,0,0,0,0,1,1,1,0,1,1,0,0,1680,1
"1681",2495,4,1.865932294,0,0,0,0,0,0,1,0,1,0,0,0,0,1681,1
"1682",2497,3,0.8663,0,0,0,0,0,0,0,0,0,0,0,0,0,1682,1
"1683",2497,4,0.772235272,0,0,0,0,0,0,0,0,0,0,0,0,0,1683,1
"1684",2498,3,0.7265,1,0,1,1,1,0,0,0,0,0,0,0,0,1684,2
"1685",2499,4,1.477126717,0,0,0,0,0,0,0,0,0,0,0,0,0,1685,1
"1686",2500,3,0.6798,0,0,0,0,0,0,0,0,0,0,0,0,0,1686,1
"1687",2500,4,0.516023646,0,1,0,0,0,0,1,1,0,1,1,1,0,1687,4
"1688",2501,4,0.772235272,0,0,0,0,0,1,0,0,0,0,0,0,0,1688,1
"1689",2502,3,0.8028,0,0,0,0,0,0,0,0,0,0,0,0,0,1689,1
"1690",2502,4,1.881970847,0,0,0,0,0,0,1,1,1,1,0,1,1,1690,1
"1691",2505,3,0.9227,1,0,1,0,0,0,0,1,0,1,0,0,1,1691,2
"1692",2505,4,1.514352138,0,0,0,0,0,0,1,1,1,1,1,0,1,1692,1
"1693",2506,2,0.8488,0,0,0,0,0,1,0,0,0,0,0,0,0,1693,1
"1694",2507,3,1.5189,0,0,0,0,0,0,0,0,0,0,1,0,0,1694,1
"1695",2507,4,1.494292312,0,0,0,0,0,0,1,0,0,1,0,0,1,1695,1
"1696",2508,3,0.7265,1,0,0,1,0,0,0,0,0,0,0,0,0,1696,5
"1697",2508,4,1.514352138,0,0,0,0,0,1,1,1,1,1,0,0,0,1697,1
"1698",2509,2,0.7923,0,1,1,0,1,0,0,0,0,0,0,1,1,1698,2
"1699",2512,3,0.8663,0,0,0,0,0,0,1,1,1,1,1,0,1,1699,1
"1700",2512,4,1.514352138,0,0,0,0,0,0,1,1,1,1,1,0,1,1700,1
"1701",2513,4,0.67011648,1,1,0,0,1,1,0,1,0,1,0,1,1,1701,4
"1702",2514,2,0.7923,0,1,1,1,1,0,0,0,0,0,0,0,0,1702,2
"1703",2514,4,1.865932294,1,1,0,1,0,0,1,1,1,1,0,1,1,1703,4
"1704",2515,3,0.7103,0,0,0,0,0,0,0,0,0,0,0,0,0,1704,1
"1705",2515,4,2.134612014,0,1,0,0,0,0,1,0,1,1,0,0,0,1705,4
"1706",2518,4,0.902367157,1,0,0,0,0,0,0,0,0,0,0,1,1,1706,3
"1707",2520,4,0.772235272,0,0,0,0,0,0,0,0,0,0,0,0,0,1707,1
"1708",2521,3,0.6411,0,0,0,0,0,0,0,0,0,0,0,0,1,1708,1
"1709",2521,4,1.494292312,0,0,0,1,0,0,0,0,1,1,1,1,1,1709,5
"1710",2522,4,1.494292312,0,0,1,0,0,1,1,1,1,1,1,0,1,1710,2
"1711",2523,4,1.514352138,0,0,0,0,0,0,1,1,1,1,1,0,1,1711,1
"1712",2524,4,1.099420602,0,0,0,0,0,0,0,0,0,0,0,0,0,1712,1
"1713",2525,4,0.772235272,0,0,0,0,0,0,0,0,0,0,0,0,0,1713,1
"1714",2526,3,0.6411,0,0,0,0,0,0,0,0,0,0,0,0,0,1714,1
"1715",2526,4,2.610741498,1,1,0,1,0,1,0,0,0,0,0,0,0,1715,4
"1716",2527,3,0.7835,0,0,0,0,0,1,0,0,0,0,0,0,1,1716,1
"1717",2527,4,1.099420602,1,1,0,0,0,1,0,0,0,0,0,1,1,1717,4
"1718",2528,3,0.7051,1,1,1,1,1,0,1,1,1,1,1,1,1,1718,2
"1719",2530,3,0.9227,0,0,0,0,0,0,0,1,0,1,0,0,0,1719,1
"1720",2530,4,2.134612014,1,0,0,0,0,0,1,1,1,1,0,0,0,1720,3
"1721",2531,3,0.6798,0,0,0,0,0,0,0,0,0,0,0,1,0,1721,1
"1722",2532,4,1.494292312,0,0,0,1,0,1,1,1,0,1,1,1,1,1722,5
"1723",2533,3,0.6411,0,0,0,0,0,0,0,0,0,0,0,0,0,1723,1
"1724",2534,3,1.7481,0,0,0,0,0,0,1,1,1,1,0,0,1,1724,1
"1725",2535,3,1.6592,1,0,0,0,0,0,0,0,0,1,0,0,1,1725,3
"1726",2536,2,0.7009,0,0,0,0,0,0,0,0,0,0,0,0,0,1726,1
"1727",2536,4,1.865932294,1,0,0,0,1,0,1,1,1,1,0,1,1,1727,5
"1728",2537,2,1.3244,0,0,0,0,0,0,1,1,1,1,1,0,1,1728,1
"1729",2537,4,0.772235272,0,0,0,0,0,0,0,0,0,0,0,0,0,1729,1
"1730",2538,4,0.516023646,0,0,1,0,0,1,1,1,1,1,1,1,1,1730,2
"1731",2539,3,0.971,0,0,0,0,0,0,0,0,0,0,0,0,0,1731,1
"1732",2539,4,0.67011648,0,0,1,0,0,0,1,1,1,1,0,1,1,1732,2
"1733",2541,2,1.3372,1,1,1,1,1,0,0,0,0,0,0,0,1,1733,2
"1734",2541,4,0.577361825,0,0,0,0,0,0,0,0,0,0,0,1,0,1734,1
"1735",2542,2,0.7923,0,0,1,0,1,0,0,0,0,0,0,1,1,1735,2
"1736",2543,3,0.7835,0,0,0,0,0,0,1,0,0,0,1,0,1,1736,1
"1737",2543,4,1.494292312,0,1,1,1,1,0,1,1,1,1,0,1,0,1737,2
"1738",2544,3,0.6411,0,0,0,0,0,1,0,1,0,0,0,0,0,1738,1
"1739",2545,2,0.5832,0,0,0,0,0,0,0,0,0,0,0,0,0,1739,1
"1740",2546,4,0.772235272,0,0,0,0,0,0,0,0,0,0,0,0,0,1740,1
"1741",2547,2,1.1589,0,0,1,0,0,0,0,0,0,0,0,0,0,1741,2
"1742",2549,2,1.1589,1,1,0,0,1,0,0,1,1,0,1,1,0,1742,4
"1743",2550,3,0.971,0,0,0,0,0,0,0,0,0,0,0,0,0,1743,1
"1744",2550,4,0.902367157,1,0,0,0,0,1,1,1,0,1,1,1,1,1744,3
"1745",2551,3,1.8111,0,0,0,0,0,0,1,1,1,1,0,0,0,1745,1
"1746",2551,4,0.516023646,1,1,1,0,1,1,0,0,0,1,1,0,0,1746,2
"1747",2552,4,0.67011648,1,0,0,1,1,1,1,1,1,1,1,1,1,1747,5
"1748",2553,3,0.8663,0,0,0,0,0,0,0,0,0,0,0,0,0,1748,1
"1749",2553,4,2.134612014,1,0,0,0,0,1,1,1,1,0,1,0,1,1749,3
"1750",2556,3,0.8663,0,0,0,0,0,0,0,0,0,0,0,0,0,1750,1
"1751",2558,2,1.3244,1,1,1,0,1,0,1,1,0,1,1,1,1,1751,2
"1752",2558,4,1.514352138,0,0,0,0,0,0,0,0,0,1,0,0,0,1752,1
"1753",2559,3,0.6798,0,0,0,0,0,0,0,0,0,0,0,0,0,1753,1
"1754",2561,3,1.0629,1,0,0,0,0,0,0,0,0,0,0,0,0,1754,3
"1755",2562,3,0.6798,0,0,0,0,0,0,0,0,0,0,0,0,0,1755,1
"1756",2564,3,1.0629,1,0,1,0,0,0,0,0,0,0,0,1,1,1756,2
"1757",2565,4,1.514352138,0,0,0,0,0,0,0,1,1,0,0,1,1,1757,1
"1758",2566,3,0.6411,0,0,0,0,0,0,0,0,0,0,0,0,0,1758,1
"1759",2567,3,0.7103,0,0,0,0,0,0,0,0,0,0,0,0,0,1759,1
"1760",2569,2,1.3372,0,0,1,1,1,0,0,0,0,0,0,0,0,1760,2
"1761",2570,2,1.1589,0,0,0,1,0,0,0,0,0,0,0,0,1,1761,5
"1762",2571,3,0.7103,0,0,0,0,0,0,0,0,0,0,0,0,0,1762,1
"1763",2571,4,1.494292312,1,0,0,0,0,1,1,1,1,1,1,1,0,1763,3
"1764",2572,3,0.8663,0,0,0,0,0,0,0,0,0,0,0,0,0,1764,1
"1765",2572,4,0.67011648,0,0,1,0,1,0,1,1,1,0,0,0,1,1765,2
"1766",2573,3,1.5189,1,0,0,1,0,0,1,0,1,1,0,1,0,1766,5
